,Priority,Summary,time
18086,1,thymeleafreactiveview in conjunction with routerfunction render fails with unsupportedoperationexception,0
18087,2,configure resourceurlprovider in webflux and resource chain infrastructure,0
18088,2,csslinkresourcetransformer breaks absolute paths,0
18089,2,springbeancontainer for hibernate does not deal with nosuchbeandefinitionexception,0
18090,2,protobufdecoder assumes number of bytes in delimited format will not be split into chunks,1
18091,2,spring boot incompatibility: starter-web actuator cloud-consul,0
18092,2,resourceurlencodingfilter does not work with httpservletrequestwrapper,0
18093,2,spring logs a nasty looking stack trace for unhandled classpath url,0
18094,1,cannot overwrite content-type response header with webflux,0
18095,2,.html page causes error when using thymeleaf with spring webflux,0
18096,2,incorrect datetime format in javadoc,0
18097,2,exception handler returns wrong response code and partial response for large resonse payload,0
18098,2,logformatutils.formatvalue does not leniently handle tostring() exceptions,0
18099,1,cors detection for reactive stack on tomcat/netty is broken,0
18100,1,webflux.fn puts wrong type of handlermapping.best_matching_pattern_attribute,0
18101,2,content-type not set correctly on @controlleradvice,1
18102,2,readinactivitytask scheduled for a while even after connection is closed,1
18103,2,methodvalidationpostprocessor still validates factorybean methods on cglib proxies,0
18104,1,exceptionhandlerexceptionresolver started to log on warn level,0
18105,2,session not considered disconnected when network is unreachable,0
18106,1,i'm new with spring and from the start i found this warning while executing,0
18107,2,org.springframework.cglib (in particular org.springframework.cglib.proxy.enhancer) are missing from the source code bundle,0
18108,2,handlerinterceptoradapter: unexpected behaviour for different methods on the same endpoint,0
18109,2,methodvalidationpostprocessor validates factorybean methods for which validation is not applicable,0
18110,1,mockhttpservletrequest doesn't reset inputstream/reader on setcontent,0
18111,1,"""this feature requires asm "" on jdk on nested classes",0
18112,2,setting expires header to blank is not valid,1
18113,2,method validation with @validated not working,0
18114,2,webtestclient throws illegalargumentexception for invalid parameters,0
18115,1,cyclic bean methods cause illegalargumentexception instead of beancurrentlyincreationexception,0
18116,2,comparators.nullslow creates wrong kind of nullsafecomparator,0
18117,1,beanfactory.getbeanprovider stream does not include beans from parent context,0
18118,2,"when use simpmessagingtemplate and controller was init beforeâ websocketconfig, start springbootapplication no handlers exception occur.",0
18119,1,lookuppath for request not getting normalized path leading to http status â not found for relative path forward requests,0
18120,2,mockasynccontext not found. did request wrapper not delegate startasync?,0
18121,1,nested deferredimportselector are not detected properly anymore,0
18122,1,send static file action is invoked before applying the relevant headers,0
18123,2,annotationmetadata.getannotationattributes inconsistency for empty array in asm implementation,0
18124,1,integer overflow while uploading big files (> . gb) using webflux,0
18125,2,bodytomono doesn't work with servlethttphandleradapter in undertow,0
18126,2,springbeancontainer should use returned instance from beanfactory after initializing,0
18127,2,immutable object binding fails with json-b,0
18128,2,jsonpath won't work in kotlin test cases,1
18129,2,applicationlistener is missing from collection returned by getapplicationlisteners() if it was added after the multicaster was initialised,0
18130,2,mockcookie parsing fails if cookie does not include attributes,0
18131,1,http for static resources with last modified = l (breaks docker images build with jib),0
18132,1,transactionaleventlistener,0
18133,1,internal server error: required attribute 'org.springframework.web.reactive.function.server.routerfunctions.request' is missing,0
18134,2,spring boot loads factories using wrong classloader,0
18135,2,regression in spring .,0
18136,1,required attribute 'routerfunctions.request' is missing,0
18137,2,java.lang.abstractmethoderror: org.apache.commons.logging.logfactory.setattribute(..),0
18138,1,uricomponentsbuilder.fromuristring(string) dont allow use # in queryparam,0
18139,1,command line arguments to set json properties has no impact,0
18140,2,regression in . rc : beandefinitionoverrideexception against mock config,0
18141,2,concurrency exception during bean configuration related to not thread safe getbeanpostprocessor access,1
18142,2,mockhttpservletresponse doesn't propagate content-language response header,1
18143,1,getbean(class) lookup performance degredation,0
18144,2,websocket is not closed after calling session#close,0
18145,2,not getting actual value of path variable if its value is email,0
18146,2,proper way to dispose of response,0
18147,2,testing causes many http-nio-auto threads to spawn,1
18148,1,stomp over websockets only considers first value in header,0
18149,2,uricomponentsbuilder.uricomponents doesn't properly clone unmodifiable queryparams,0
18150,0,org.springframework.http.server.reactive.servlethttphandleradapter being a servlet implementation doesn't have default constructor which cause problem on some servers(weblogic),0
18151,2,kotlin dsl (routerfunctiondsl) doesn't support renderingresponse in router function,0
18152,2,not working matcher example,0
18153,2,reactive web client - using http proxy implicitly creates a tunnel,0
18154,2,'listbasedxmleventreader.getelementtext()' doesn't work,0
18155,2,"el when evaluating compiled expression using method spelexpression.getvalue(object rootobject, class<t> expectedresulttype)",0
18156,2,spring webflux: no error page for bad_request ( ),0
18157,2,kotlin inner class nested configuration causes indexoutofboundsexception,0
18158,2,webclient does not write mono.empty() request body,0
18159,2,compiled elvis operator does not work correctly when default value is a complex expression,0
18160,2,pathpatternpredicate still changes variables after failed andpredicate,1
18161,2,@requestmapping get not acceptable when i use mediatype.image_png_value,0
18162,0,resttemplate doesn't load certs from truststore and fails on https calls,0
18163,1,reactorhttpresources should clear httpresources in global mode,0
18164,2,some webtestclient headerassertions' methods unusable,0
18165,2,headerassertions.lastmodified/expires takes an int value but it should be long,1
18166,2,simplealiasregistry.hasalias does not properly resolve multiple chained aliases,0
18167,2,@profile not working as expected,0
18168,2,request for reactive server response with image content type sample,0
18169,2,"uricomponentsbuilder does not encode ""$"" properly",0
18170,1,@scheduled task runs twice on bean with target-class scoped proxy (when injected),0
18171,1,lookup() from @resource no longer protected,0
18172,1,uri not working in webclient,0
18173,1,spring internal configuration classes can no longer use @eventlistener,0
18174,2,@request scope ends before @controlleradvice has run,1
18175,2,@bean in @testconfiguration is ignored,0
18176,2,checkboxtag incorrectly processing hidden field through requestdatavalueprocessor,0
18177,1,annotations on generic superclass methods not found by annotationutils,0
18178,2,contextpathcompositehandler returns when no path found,0
18179,1,"java : ""illegal method name"" when test functions in kotlin contain spaces in name",1
18180,2,(fixed) oauth server works yet in endpoint principal is null,0
18181,1,memory leak in commonannotationbeanpostprocessor,0
18182,2,whitelabelerrorviewconfiguration does not show trace property,0
18183,2,scheduleraccessor needs to catch primary key violation on reschedule (due to quartz race condition),0
18184,1,spring modules validation does not work with spring framwork . .,0
18185,2,localvariabletableparameternamediscoverer runs into unsupportedoperationexception in classvisitor.visitnestmemberexperimental(),0
18186,2,ok coming,0
18187,1,classpath scanning on inner classes fails against jdk bytecode level,0
18188,2,webtestclient ignores websessionmanager bean,0
18189,2,classification of classcastexceptions doesn't work in jdk (openjdk),0
18190,2,responseentityresulthandler does not overwrite existing response headers,0
18191,2,json serialization / conversion of basic string not quoted,0
18192,2,mvc not rendering response headers for responseentity<flux<foo>>,0
18193,1,spring-webflux modelattributemethodargumentresolver validateifapplicable,0
18194,0,multipart: invalid boundary with resttemplate,0
18195,2,spring security default login page is not rendered correctly when using ssl,0
18196,2,testing actuator endpoint authorization with webclient throws exception,0
18197,2,clientresponse's body ignored on unsupportedmediatypeexception,0
18198,2,`@requestparam` throws `java.lang.nullpointerexception: the mapper returned a null value.`,0
18199,1,regression in test-context caching,0
18200,2,configuring a resttemplate with encodingmode.values_only does not encode special characters,0
18201,2,annotationmetadatareadingvisitor.getmetaannotationtypes(string) may return null but it is not marked @nullable,0
18202,2,aop and use of redirect view can lead to unbounded caching in abstractautoproxycreator,0
18203,2,springboot: modelattribute default property through yml file not working,1
18204,2,boundary info in content-type multipart request header not parsed correctly because of charset,0
18205,2,htmlunitrequestbuilder decodes plus sign in query parameter,0
18206,2,databufferutils#join could leak buffers in case of error from the source,1
18207,2,missing commonannotationbeanpostprocessor in sb . and .x spring with java,0
18208,2,org.springframework.orm.hibernate .springbeancontainer ignores the fallback bean instance producer,0
18209,2,spring .x datasource proxying does not work with oracle ucp on jdk,1
18210,2,map injection fails to find bean produced with @bean when additional method with same name exists,0
18211,2,nevermind,0
18212,2,concurrentreferencehashmap does not enforce visibility of cached entryset,0
18213,0,"error creating bean with name 'org.springframework.boot.autoconfigure.web.webmvcautoconfiguration$enablewebmvcconfiguration when starting spring boot on wildfly , , .",0
18214,1,spring adding 'chunked' transfer encoding even if this header already exists,2
18215,2,forwardedheaderfilter does not respect servlet forwarding,1
18216,1,springboottest does not work with java /modules,0
18217,2,the webhttphandlerbuilder copy constructor does not copy the applicationcontext,0
18218,2,fluxsink emitting does not happen when next called during flux create,0
18219,2,trailing slashes in uritemplate or request uri cause matching errors,1
18220,2,controlleradvice with custom annotations not working,1
18221,1,share bytebufferpool between undertowwebsocketclient connections (avoiding risk of memory leaks),0
18222,2,exchangefilterfunctions.basicauthentication use error,0
18223,1,spring.ftl does not support turning off escaping for some macros on spring,0
18224,2,abstractjackson httpmessageconverter incorrectly logs at warn level after upgrading to jackson .,0
18225,0,critical point in the conversionutils,0
18226,2,responsecookie prints incorrect max-age and expires values,0
18227,1,unable to retrieve user from reactive context in requestcondition,2
18228,1,"the beanpropertyrowmapper does not work for field names ending with ""numbers"" which worked for .",0
18229,1,restcontroller fails with java.lang.classcastexception: java.lang.string cannot be cast to org.springframework.core.io.support.resourceregion,0
18230,2,unable to use kotlin enums with @validated beans,1
18231,2,abstractmessageconvertermethodprocessor doesn't respect already handled headers and result-codes,1
18232,1,abstractmethodmessagehandler does not rethrow errors,0
18233,0,"commonspool targetsource release target giving error ""returned object not currently part of this pool""",0
18234,2,pathvariable always consider as string,0
18235,2,spring websocket: header simpheartbeat cannot be read,0
18236,2,returned for invalid mime type instead of,0
18237,1,spring boot devtools on . fails with java.lang.linkageerror: loader attempted duplicate class definition,1
18238,1,inconsistent handling of dependent lifecycle beans in defaultlifecycleprocessor,1
18239,1,"post body is consumed by orderedhiddenhttpmethodfilter, breaking request.getinputstream()",0
18240,2,fix faulty beanpostprocessorchecker logs with @enablecaching,0
18241,2,antpathmatcher.extractpathwithinpattern() seems broken returns incorrect result,1
18242,2,npe in mutatorwebtestclientconfigurer (in securitymockserverconfigurers),0
18243,2,abstractrequestloggingfilter.isincludeheaders() is accidentally public,0
18244,2,stored procedures are resolved against the public postgresql schema,0
18245,2,nested pathpatternpredicate doesn't expose path variables,0
18246,2,requestmapping works on private methods,0
18247,2,mockmvc - illegalstateexception: async result for handler was not set during specified timetowait=-,0
18248,2,pathvariable with nested router function throws illegalargumentexception,0
18249,2,matrixvariable with encoding does not work.,0
18250,1,restore lenient null return value for conditioncontext.getbeanfactory(),0
18251,2,mvcresult-->mockresponse-->headers will lose a apart of headers,0
18252,1,flawed implementations of resourceresolverchain and resourcetransformerchain,0
18253,1,spring is inconsistent in the encoding/decoding of urls,1
18254,1,"security vulnerability fixes for cve- - , cve- - , cve- - , cve- -",0
18255,2,hierarchicaluricomponents#touri should encode if necessary,1
18256,1,webflux truncates payload,1
18257,2,problem with passing null parameter to mapsqlparametersource,1
18258,2,"""want"" two-way-ssl not containing ssl-certificate is not checkable due to contract violation",0
18259,1,connection acquired while calling a stored procedure via jpa is not released,0
18260,2,requestparammethodargumentresolver don't correctly parse arguments,0
18261,1,spring . . .release version doesnt support springbeanautowiringinterceptor.,0
18262,2,optional<t> it is not working with generic context object,0
18263,2,hamcrest dependency missing when using junit,0
18264,2,process cannot exit when the schedulerfactorybean fails to initialize,0
18265,1,no default dashboard for eureka server in finchley.rc,0
18266,1,spring-jdbc . . namedparameterjdbctemplate.batchupdate ora-,0
18267,2,uricomponentsbuilder injected into a webflux controller method argument uses the full uri,0
18268,2,model attributes added within posthandle of a handlerinterceptor are not ignored on string redirect if ignoredefaultmodelonredirect of requestmappinghandleradapter is set to true,0
18269,1,webmvcconfigurer.configuremessageconverters behavior doesn't match documentation,1
18270,2,aspectj annotation pointcuts fail to evaluate against interface-based proxies,0
18271,2,controllerlinkbuilder#touricomponentsbuilder encoded twice,0
18272,1,mockmvc webclient (htmlunit) modelandview throws (notfound),0
18273,1,restore yamlprocessor duplicate key handling against snakeyaml . (plus compatibility with . ),0
18274,2,spring guide recommends to use obsolete method,0
18275,1,singleton from a factorybean may be post-processed twice if the first post-processing triggers a second attempt to get the bean,0
18276,2,resttemplate - providing custom responseerrorhandler does not prevent an error with http responses,2
18277,2,an illegal reflective access operation has occurred,0
18278,1,resourcebundlemessagesource should avoid resourcebundle.control on jigsaw,0
18279,2,npe in simpleclient-httpurlconnection with errorstream-buffering,0
18280,2,yamlpropertiesfactorybean loses entries in the yaml document that have an empty array value,0
18281,1,transaction session has not rollbackïœcausing message chaos,0
18282,2,"resourcehttprequesthandler throws ioexception, when trying to access pre-existing folders",0
18283,2,misleading error message when evaluating t operator,0
18284,2,re-package webclient so it isn't in the same jar as the server-side pieces,0
18285,1,jaxb xmldecoder is unable to decode a single element,0
18286,1,aoputils.getmostspecificmethod should expose dynamic proxy class methods,0
18287,1,configurationclassbeandefinitionreader registers duplicate beandefinition for nested scoped component,0
18288,2,jackson configuration does not work for webtestclient,0
18289,1,illegalstateexception: inputstream has already been read when returning responseentity<inputstreamresource>,0
18290,2,mockmvc equalto long throws assertion error,0
18291,2,accept header handling is inconsistent,0
18292,1,spring platform missing jackson-core dependency,0
18293,2,request body is missing if returned mono completes before input body mono,0
18294,1,decoding serversentevent fails when using generic type,0
18295,1,exception swallowed in responseentityexceptionhandler,1
18296,2,regression requestrejectedexception: the request was rejected because the url was not normalized,1
18297,2,annotationawareordercomparator uses order instead of priority for decoratingproxy,0
18298,1,actuator doesn't play nice with reactive webfilters (httpstatus == null),1
18299,1,parsing of serversentevents not working correctly when using reactive webclient,0
18300,1,generic constructor argument (e.g. objectprovider) fails to resolve for inner class,0
18301,1,unnecessary proxying with methodmaptransactionattributesource,0
18302,2,restore handling of bytes read in servletserverhttprequest,0
18303,2,@requestbody in webflux,0
18304,1,aspectj execution pointcut does not detect methods in superinterface anymore,0
18305,1,inconsistent gettypeforfactorymethod results for parameterized factory method,0
18306,2,"uricomponentsbuilder does not encode """" properly",0
18307,2,springfailontimeout loses original exception when triggering timeout in finally block,0
18308,1,webclient does not seem to deserialize parameterized types,0
18309,2,null check needed in annotationutils.getannotation,0
18310,1,@groupsequenceprovider not provided the bean,1
18311,1,enablewebsocket registers a non functional task scheduler to the context,0
18312,2,redirection issues for spring-webflux,0
18313,2,stackoverflowerror and memory leaking when sending large files slowly with webflux undertow,0
18314,2,memory leak in class concurrentreferencehashmap,0
18315,2,classcastexception in mockmvc when testing async calls with spring security,0
18316,2,message converter fails to find named part in multipart request,0
18317,2,classcastexception in testdispatcherservlet,0
18318,2,pathpatternpredicate leaves path variables in request even if predicate doesn't match,1
18319,2,safari doesn't receive chunked data using webflux's sse,0
18320,2,resttemplate adds duplicate accept header information,0
18321,2,execute @before and @after aspect for runnable.run method which invoked through lambda expression.,0
18322,2,mockhttpservletrequest does not return the requested content-type,1
18323,2,simplemailmessage's handling of to/cc/bcc arrays is inconsistent,0
18324,1,jndirmiserviceexporter fails to export service on ibm j jdk,0
18325,1,unable to bind a null value for uuid column with postgresql,0
18326,1,block nioeventloop on use restcontroller and webclient together (react-netty),0
18327,2,namedparameterutils.parsesqlstatement should parse :x style parameter correctly,0
18328,2,org.springframework.web.reactive.function.unsupportedmediatypeexception: content type 'application/json;charset=utf- ' not supported,0
18329,2,org.springframework.core.codec.codecexception: no sse encoder configured and the data is not string.,0
18330,2,uricomponentsbuilder forwarded header parsing can throw java.lang.numberformatexception,0
18331,1,pathmatchingresourcepatternresolver with strange behavior on search via pattern,0
18332,1,binding configuration properties dynamically is lot harder than it needs to be,0
18333,1,mockbean name is not what is specified in the name attribute,0
18334,2,illegalstateexception when using serverendpointexporter and running the project as a war in jetty,1
18335,2,serving static files slowdown,1
18336,2,cannot autowire individual constructor argument in @nested test class,0
18337,2,annotation lookup on parameter in inner class constructor fails when using javac from jdk versions prior to,0
18338,1,servleturicomponentsbuilder should replace context path when x-forwarded-prefix is present,0
18339,1,concurrent result may be missed due to a race condition in mockmvc,0
18340,2,self autowiring does not work for transactional beans,0
18341,1,unsafe async operator in json tokenizer,0
18342,2,multipart upload with commons fileupload on lazy mode downloads data on cleanup,0
18343,1,race-condition in multipart upload proxy scenario,2
18344,2,webclient retrieve() does not handle void.class as recommended,0
18345,1,potential memory leak in webflux,1
18346,2,spring webflux undertow http/ is not working with a post request,0
18347,2,race-condition between listening to sessionsubscribeevent and sending initial data to this subscribed user,0
18348,2,an error occurs if a blank character exists before and after the delimiter of the mime type parameter.,0
18349,2,address race condition within spring that causes about-to-be-created-bean exceptions,0
18350,2,factorybeanregistrysupport atomicity issues,0
18351,2,consistent thread-safe iteration in defaultsingletonbeanregistry,0
18352,2,cookielocaleresolver formats integer differently against sessionlocaleresolver,0
18353,2,unsupportedmediatypeexception on text/plain;charset=utf-,0
18354,2,callmetadatacontext.reconcileparameters doesn't catch output parameters with databasemetadata.procedurecolumnresult type (on postgres),0
18355,2,resourcedecoder incorrectly matches to object.class,0
18356,1,java : spring-jcl org.apache.commons.logging package conflicts with commons-logging,0
18357,2,defaultresponseerrorhandler wastes the body of a response with an unknown status,0
18358,2,acceptheaderlocaleresolver chooses wrong locale for language match,0
18359,1,"webflux commitactions are called after status, headers and cookies are set",0
18360,1,junit jupiter @nested class cannot share enclosing class's applicationcontext if nested class is deemed to be a configuration candidate,2
18361,1,servlethttphandleradapter @webservlet annotation attributes do not conform to servlet spec,0
18362,1,application server fail to stop application and server while stopping transactions with spring,2
18363,2,inconsistent handling of null values through java accessors in concurrentreferencehashmap,0
18364,0,nullpointerexception in annotationawareordercomparator#getpriority,0
18365,1,resttemplate with httpcomponentsclienthttprequestfactory and no buffering with an interceptor throws unsupportedoperationexception,0
18366,1,urieditor should not double escape classpath: uris,0
18367,2,pdf and epub docs for spring framework are not getting published,2
18368,2,spring webflux serverrequest.bodytomono().block will freeze for http post request whose header size body size >,1
18369,2,simplealiasregistry registeralias not atomic,0
18370,2,multiple requestmappings with same path do not differentiate http method when resolving path parameters,1
18371,2,transactiontemplate inherits equals()/hashcode() from defaulttransactiondefinition,0
18372,2,webasyncmanager concurrentresult should be volatile,0
18373,2,inconsistent synchronization in abstractbeanfactorybasedtargetsource and jdbcaccessor,0
18374,2,reading annotations in configurationclassparser does not fall back to asm on google app engine,0
18375,2,setting a too-big expires header value results in an uncaught exception,0
18376,1,missing persistenceexception cause message in refresh failure warn log,0
18377,2,@jmslistener annotated method need to be extracted to interface even if cglib used,0
18378,2,postgrestablemetadataprovider.isgetgeneratedkeyssimulated() does not detect postgres,0
18379,0,channelsendoperator.writebarrier readytowrite has race condition,0
18380,2,using @controlleradvice with webflux,0
18381,1,hiddenhttpmethodfilter breaks handlerfunction with bodyextractors.toformdata,1
18382,2,testentitymanager can't be configured in @beforeall method in test class with @testinstance(per_class) in junit jupiter,0
18383,2,filepart transferto fails with java.nio.file.nosuchfileexception,0
18384,1,stackoverflowerror when using webflux multipart file data handler with undertow,1
18385,2,spel : indexed access within an expression with null variables is no longer a spelevaluationexception,0
18386,2,webapplicationcontextfaceselresolver#isreadonly always return false,0
18387,1,missing request information while handling tomcat async operation timeout,0
18388,2,restdoc generation does not fail on missing fields because jsoncontenthandler.getundocumentedcontent() removes complete arrays if documented,0
18389,2,testbindinstantfromjavautildate fails on systems in the pacific/auckland time zone,0
18390,2,race condition in concurrentmapcache,0
18391,2,gsonhttpmessageconverter cannot be used in an sseemitter because it closes the response stream,0
18392,2,spurious error-level logging when using sseemitter,0
18393,2,no error message when incorrect uuid given as @pathvariable,0
18394,2,stringindexoutofboundsexception when rewriting links in css resources,0
18395,2,reactive web serverrequest.bodytomono don't work with requests with content-length >,0
18396,2,[reactor netty] incorrect error level logging for client bad request,0
18397,2,uricomponentsbuilder::pathsegment can't handle urls within urls,0
18398,2,json with missing quote leads to hanging,0
18399,2,kotlin compile error with jdbcoperations extensions with variable arguments,0
18400,1,performance degradation for creating non-singleton bean,0
18401,1,standalonemockmvcbuilder does not seem to register controller,0
18402,1,npe in annotationawareordercomparator.getpriority,0
18403,1,with two-way-ssl exchange.getrequest().getsslinfo() always null,0
18404,1,forwardedheaderfilter garbles query params during sendredirect(),0
18405,2,mediatype application/json not compatible with application/haljson,1
18406,1,invalid/missing locale strings in header prevents resolving the locale,0
18407,2,formtag renders empty <div> tag,0
18408,2,exceptionhandlerexceptionresolver advice applicability check may fail against interface-based controller proxy,0
18409,1,npe in spring-jdbc with oracle and simplejdbcinsert,0
18410,1,spring remove space at the end of each string of array @requestparam,0
18411,1,el e when evaluating compiled null-safe expression,1
18412,1,deadlock in subprotocolwebsockethandler on shutdown with undertow,1
18413,1,jsonmappingexception when trying to instantiate org.springframework.messaging.message,0
18414,2,set thread interrupt flag on interruptedexception,0
18415,1,simplejdbccall can't access synonyms in oracle database,0
18416,1,[regression] namedparameterutils::parsesqlstatement cannot parse chinese param name,0
18417,1,namedparameterutils.isparameterseparator throws arrayindexoutofboundsexception for non ascii characters,0
18418,2,profile activation: not operator does not work consistently,0
18419,1,"gson converter only serialises fields of controller method return type, ignoring subclass fields of response object",0
18420,1,server sent event (sse) incorrect data format,0
18421,2,mimetype compareto implementation is not compatible with equals,0
18422,1,resolvable type cannot resolve generic between different collection types,0
18423,2,mockhttpservletrequest.addheader fails for invalid languagerange in accept-language,0
18424,2,mockmvcrequestbuilder does not decode pathinfo,0
18425,2,dateformatter fails for null values,2
18426,1,cachingconnectionfactory - invalid session in session cache,0
18427,1,cannot create bindstatus for valid field on immutable form object in case of bind errors,0
18428,2,customtypecondition will be missing if not have @requestmapping annotation,0
18429,2,null check for @requestattribute is bypassed if a list contains null is used as the attribute.,0
18430,1,lambda error detection might not work on jdk,0
18431,2,serverhttprequest.mutate does not preserve encoded chars if path modified,0
18432,2,event publishing from an eventlistener doesn't work in kotlin,0
18433,2,resttemplate.exchange ignores request body.,1
18434,2,spurious warnings when xml declared transactionproxyfactorybean's target bean depends on an annotation declared bean that depends on another bean,0
18435,1,unauthorized websocket response is never send for reactive sockets,0
18436,2,abstractclientsockjssession.close call does not propagate ioexception from disconnect,0
18437,1,servletserverhttprequest.geturi() may throw a java.net.urisyntaxexception,0
18438,2,"subprotocolwebsockethandler should not log error on ""no messages received after ...""",0
18439,2,support array of scalar values in jackson tokenizer,0
18440,1,multiparthttpmessagewriter fails when publisher is provided as multipart,0
18441,2,multiparthttpmessagewriter should not subscribe to publisher multipart data,0
18442,1,use responsecookiebuilder in spring . .,0
18443,1,path variable doesn't handle periods correctly,0
18444,2,eclipselink does not log sql parameters when using showsql,0
18445,2,root cause (stack trace) swallowed in abstractapplicationcontext,1
18446,1,resttemplate.responseentityresponseextractor doesn't tolerate unknown status codes,0
18447,0,spring junit for controller,0
18448,2,testexecutionlistener class not found logged at info,0
18449,2,mockclienthttpresponse should not return null body,0
18450,2,using databuffer::write results in indexoutofboundsexception,0
18451,1,null path after uricomponents.normalize() results in nullpointerexception,0
18452,1,jms producers are cached even when the destination is a temporary queue causing a memory leak,0
18453,1,use of compositebytebuf in nettydatabuffer results in illegalreferencecountexception,0
18454,1,multi-part upload of a byte[] with webtestclient is base encoded (?) and assigned a json content type,0
18455,1,abstractautoproxycreator throws illegalstateexception when using apache orchestra conversations,0
18456,2,cors support broken when updating to spring . .,1
18457,1,ehcachemanagerfactorybean cannot work with tomcat . .,1
18458,1,server.ssl.client-auth property is not honored,0
18459,1,defaultlifecycleprocessor throws beannotofrequiredtype for null beans (cause of nullbean instance cannot be converted),0
18460,1,"beannotofrequiredtypeexception (nullbean instead of null) when calling applicationcontext.getbean(name, type)",0
18461,1,@jmslistener concurrency property is ignored if defaultjmslistenercontainerfactory#concurrency is set,0
18462,1,stringdecoder shouldn't chop off strings randomly,1
18463,1,"dispatcherhandler getting called with delay, resulting into overall low throughput",0
18464,2,propertysourcesplaceholderconfigurer can not ignore resource if not found,0
18465,2,spel auto-boxing error,0
18466,1,"issue about the method ""onsuccess"" in callback instance is executed synchronically when using asyncresttemplate",0
18467,1,empty list instead of null in list<multipartfile> files,0
18468,1,race-condition between @subscribemapping and channelinterceptoradapter.presend,1
18469,2,large transaction timeout value (integer.max_value for example) results in transaction expiring immediately after starting.,1
18470,2,requestentity ignores headers sometimes,1
18471,1,exception in spring-security intercept-url after spring framework update to . .,0
18472,2,mockhttpservletresponse.setlocale(locale) should set httpheaders.content_language header,0
18473,2,resttemplate multipart post with inputstreamresource not working for .png files,0
18474,1,"webflux doesn't close the connection where request heads has ""connection: close""",0
18475,2,access-control-allow-origin header returns wrong value using sockjs,1
18476,2,no bean named 'mvchandlermappingintrospector' available when start spring mvc context delatingfilterproxy,1
18477,1,java.lang.noclassdeffounderror: org/springframework/beans/factory/access/el/springbeanelresolver,1
18478,1,bean validation does not work with kotlin,0
18479,2,programmatic creation of caching proxies using cacheproxyfactorybean does not work,1
18480,2,methodparameter doesn't see parameter annotations if method is proxied,0
18481,1,abstractreactivewebinitializer does not property initialize applicationcontext,1
18482,2,"beancreationexception when using c-namespace, kotlin class with default constructor and annotation configuration",1
18483,1,ambiguous mapping error when using generic interface,1
18484,1,defaultlifecycleprocessor#stop doesn't check for beans in parent context,0
18485,2,unnecessary file system access in simplemetadatareaderfactory.getmetadatareader,1
18486,2,beanutils.issimplevaluetype() returns false for enums overriding a method,1
18487,1,"exceptions of type ""message: jar entry meta-inf /services/* not found in /<service.jar>""",0
18488,2,pooledconnection has already been closed exception with hibernate . .,0
18489,1,embedded cglib . . not closing input streams that read class files,1
18490,2,stomp broker relay may ignore configured destination prefixes,0
18491,1,@enablewebsocketmessagebroker breaks jetty integration testing in . .x,1
18492,2,spring-web cors requires x-forwarded-port,1
18493,2,@creationtimestamp and @updatetimestamp don't work in spring kotlin,1
18494,2,npe in functionreference due to race condition in spelexpression.getvalue(),1
18495,1,broken link for jpabaseconfiguration,0
18496,2,exception when receiving long collection in messagemapping,1
18497,0,breaking change in mvc: accept handling is now more strict,0
18498,2,null factorybean results in beancreationexception,1
18499,2,content-type not set by default with the functional web api,1
18500,1,reactive webclient corrupts uploaded files,1
18501,2,trying to rewrite request uri in a webfilter fails on missing client tls certificate,0
18502,2,path variable with dot has weird behaviour for different suffixes,0
18503,2,commons-logging logfactory and string arguments,0
18504,2,nullability inconsistency in dataaccessutils requiredsingleresult vs requireduniqueresult,0
18505,2,defaultoauth requestvalidator requires client scopes,0
18506,2,spring webflux (netty/jackson) treats mono<integer> and mono<string> differently,0
18507,1,validation failure does not result in error to client,1
18508,1,cpu utilization too high for a simple server,0
18509,1,dispatcherhandler invoke wrong method when discriminating request with params,1
18510,2,webflux server sometimes block when receiving large post body,1
18511,1,@requestmapping get ' not acceptable' when change 'produces' order,1
18512,2,encoding of uri variables on resttemplate,2
18513,2,inmemorywebsession.changesessionid reports error if the session does not exist,0
18514,1,combining @retryable and @scheduled/@jmslistener doesn't work,1
18515,1,httpcomponentsclienthttprequestfactory timeout with resttemplate,2
18516,2,samlcontextproviderlb lprequestwrapper.getrequesturi does not match expected behaviour of underlying class,0
18517,1,wrong byte code for compiled spel when jdk proxy method invocation is used,0
18518,2,npe in errorsmethodargumentresolver,0
18519,1,webclient resultmono.block() blocks application if called from restcontroller,1
18520,0,rest controller resource uri mapping issue,0
18521,2,settablelistenablefuture set has a race on java (and old versions of java ),0
18522,1,spring webflux: stack overflow when response data is greater then mb,0
18523,2,nullpointer in defaultrequestbodyurispec.cookies method,0
18524,2,numberformatexception caused by property paths from jsr- based validation with no index into a collection,0
18525,1,redirect from controller behind zuul proxy,0
18526,0,org.springframework.web.util.nestedservletexception: handler dispatch failed; nested exception is java.lang.stackoverflowerror,0
18527,2,autowiring by name (interface vs class),2
18528,2,abstractmessageconvertermethodprocessor ignores httpentitymethodprocessor's content-type header,0
18529,2,corsconfiguration does not return response header with full list of allowed headers when using wildcard config,0
18530,2,support top-level scalar values in jackson tokenizer,1
18531,2,printing of session with null attributes results in nullpointerexception,0
18532,1,castclass exception (nullbean instead of 'null' value) when getting map of beans directly from applicationcontext,0
18533,2,bean(nameofbean) doesn't work with spring framework . . on aspectj . .,0
18534,2,mockhttpservletresponse.getdateheader fails with npe for non-existing header,0
