Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Depends),Outward issue link (Duplicate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Related),Outward issue link (Related),Outward issue link (Supersede),Outward issue link (Supersede),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Acceptance Criteria),Custom field (Actual Story Points),Custom field (Days since last comment),Custom field (Epic Link),Custom field (First Response Date),Custom field (Global Rank),Custom field (Last commented by a User),Custom field (Last updater),Custom field (Out of Scope),Custom field (Platform),Custom field (Pull Request URL),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Ranking),Custom field (Reference URL),Custom field (Spring Forum Reference),Sprint,Sprint,Sprint,Custom field (Story Points),Custom field (Virtual Machine),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Composed Modules Can't Have Duplicate Processors,XD-3755,68542,Bug,To Do,XD,Spring XD,software,mark.pollack,"This JIRA project is closed.

Spring XD is a unified, distributed, and extensible system for data ingestion, real time analytics, batch processing, and data export. The project's goal is to simplify the development of big data applications.",https://github.com/spring-projects/spring-xd,Minor,,,grussell,grussell,02/May/16 10:13 PM,23/Dec/16 2:47 PM,10/Jul/21 8:37 AM,,1.3.1,,,,,,1.3.3,,Runtime,,,,,1,,,,,,,"{code}
xd:>module compose foo --definition ""time --fixedDelay=5 | t1:transform --expression=payload+'a' | t2:transform --expression=payload.toUpperCase()
{code}

Produces {{2016-05-02 17:27:20aa}} - the first transform is applied twice.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160876800,,,9223372036854775807,false,mark.pollack(mark.pollack),,,,"0|i097lz:",9223372036854775807,9223372036854775807,,,,,,5.0,,"03/Jun/16 2:14 PM;grussell;Also see [this github issue | https://github.com/spring-projects/spring-xd/issues/1823].",,,,,,,,,,,,,,,,,
Composed Module Child Module Validated Too Early,XD-3754,68541,Bug,To Do,XD,Spring XD,software,mark.pollack,"This JIRA project is closed.

Spring XD is a unified, distributed, and extensible system for data ingestion, real time analytics, batch processing, and data export. The project's goal is to simplify the development of big data applications.",https://github.com/spring-projects/spring-xd,Major,,,grussell,grussell,02/May/16 10:09 PM,23/Dec/16 2:47 PM,10/Jul/21 8:37 AM,,1.3.1,,,,,,1.3.3,,Runtime,,,,,0,,,,,,,"{{module compose foo --definition ""time --fixedDelay=5 | shell --command=my.sh""}}

{code}
xd:>stream create bar --definition ""foo | log"" --deploy
Command failed org.springframework.xd.rest.client.impl.SpringXDException: Error with option(s) for module foo of type source:
    command: may not be empty
    command: may not be null
{code}

The problem stems from the fact that the options metadata validation is performed on the shell module before the property from the composed module is injected.

Disabling the validation annotations on the metadata avoids the problem.

{code}
//	@NotEmpty
//	@NotNull
public String getCommand() {
	return command;
}
{code}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163641600,,,9223372036854775807,false,mark.pollack(mark.pollack),,,,"0|i097lr:",9223372036854775807,9223372036854775807,,,,,,5.0,,"02/May/16 10:16 PM;grussell;http://stackoverflow.com/questions/36990876/spring-xd-error-creating-streams-with-composite-module-with-shell-processor-in-i",,,,,,,,,,,,,,,,,
Admin UI login Page failing to load due to require.js timeout - FE,XD-3752,67986,Bug,To Do,XD,Spring XD,software,mark.pollack,"This JIRA project is closed.

Spring XD is a unified, distributed, and extensible system for data ingestion, real time analytics, batch processing, and data export. The project's goal is to simplify the development of big data applications.",https://github.com/spring-projects/spring-xd,Trivial,,,manju4ever,manju4ever,14/Mar/16 6:09 PM,14/Mar/16 6:09 PM,10/Jul/21 8:37 AM,,1.3 GA,,,,,,,,UI,,,,,0,,,,,,,"When i use the admin-ui web portal which runs on port 9393, there is a load timeout issue by require.js, failing to load the login screen. Could the team please look into this issue ASAP, or give me some other alternative !sping-ui-issue.png|thumbnail!",,,,,,,,,,,,,,,,,,,,,,,,"14/Mar/16 6:09 PM;manju4ever;sping-ui-issue.png;https://jira.spring.io/secure/attachment/23345/sping-ui-issue.png",,,,,,,,,,,,,167875200,,,9223372036854775807,true,manju4ever(manju4ever),,,,"0|i0946v:",9223372036854775807,9223372036854775807,,,,,,20.0,,,,,,,,,,,,,,,,,,,
gpfdist may fail to shutdown with backlog,XD-3751,67863,Bug,In PR,XD,Spring XD,software,mark.pollack,"This JIRA project is closed.

Spring XD is a unified, distributed, and extensible system for data ingestion, real time analytics, batch processing, and data export. The project's goal is to simplify the development of big data applications.",https://github.com/spring-projects/spring-xd,Major,,jvalkeal,jvalkeal,jvalkeal,03/Mar/16 1:22 PM,03/Mar/16 6:41 PM,10/Jul/21 8:37 AM,,1.3.1,,,,,,,,,,,,,0,,,,,,,"In a case where reactor's ringbuffer is full and thus handling backpressure by blocking `onNext`, shutdown phase where `onComplete` is send will cause a deadlock.

This is shown by a thread dump during a shutdown. This will basically break further deployments for this stream in distributed mode while single node will show more errors during undeployment.

{code}
""pool-7-thread-1"" #58 prio=5 os_prio=0 tid=0x979fe800 nid=0x54de runnable [0x986ad000]
   java.lang.Thread.State: TIMED_WAITING (parking)
	at sun.misc.Unsafe.park(Native Method)
	at java.util.concurrent.locks.LockSupport.parkNanos(LockSupport.java:338)
	at reactor.jarjar.com.lmax.disruptor.SingleProducerSequencer.next(SingleProducerSequencer.java:122)
	at reactor.jarjar.com.lmax.disruptor.SingleProducerSequencer.next(SingleProducerSequencer.java:97)
	at reactor.jarjar.com.lmax.disruptor.RingBuffer.next(RingBuffer.java:246)
	at reactor.core.processor.util.RingBufferSubscriberUtils.onNext(RingBufferSubscriberUtils.java:30)
	at reactor.core.processor.RingBufferProcessor.onNext(RingBufferProcessor.java:575)
{code}

{code}
""main-EventThread"" #19 daemon prio=5 os_prio=0 tid=0x9b93a400 nid=0x54b1 runnable [0x9aefe000]
   java.lang.Thread.State: TIMED_WAITING (parking)
	at sun.misc.Unsafe.park(Native Method)
	at java.util.concurrent.locks.LockSupport.parkNanos(LockSupport.java:338)
	at reactor.jarjar.com.lmax.disruptor.SingleProducerSequencer.next(SingleProducerSequencer.java:122)
	at reactor.jarjar.com.lmax.disruptor.SingleProducerSequencer.next(SingleProducerSequencer.java:97)
	at reactor.jarjar.com.lmax.disruptor.RingBuffer.next(RingBuffer.java:246)
	at reactor.core.processor.util.RingBufferSubscriberUtils.onComplete(RingBufferSubscriberUtils.java:54)
	at reactor.core.processor.RingBufferProcessor.onComplete(RingBufferProcessor.java:585)
	at org.springframework.xd.greenplum.gpfdist.GPFDistMessageHandler.doStop(GPFDistMessageHandler.java:170)
{code}

I've been crafting workaround for this by trying to wait reactor stream/buffer to get drained by gpdb and finally as last resort, forcing processor in reactor to shutdown.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168825600,,,9223372036854775807,true,jvalkeal(jvalkeal),,,https://github.com/spring-projects/spring-xd/pull/1901,"0|i093fj:",9223372036854775807,9223372036854775807,,,,,,5.0,,,,,,,,,,,,,,,,,,,
Cant completely remove custom module after putting properties in /config/modules/job/xx/xx.properties,XD-3750,67825,Bug,To Do,XD,Spring XD,software,mark.pollack,"This JIRA project is closed.

Spring XD is a unified, distributed, and extensible system for data ingestion, real time analytics, batch processing, and data export. The project's goal is to simplify the development of big data applications.",https://github.com/spring-projects/spring-xd,Major,,,aliiqbal,aliiqbal,29/Feb/16 10:00 AM,13/Mar/16 10:24 AM,10/Jul/21 8:37 AM,,1.2.1,,,,,,,,,,,,,1,,,,,,,"if we put a custom module static properties in `/config/modules/job/module-name/module-name.properties` then we cannot completely remove the module -  you can delete module but you cannot upload new jar with the same name as it gives an error  - there is module already with the same name.

May be important to note that we had a zookeeper data corruption on which support asked us to upgrade. We couldn't upgrade just yet, so I cleaned up zookeeper and recreated all streams/job from original scripts. 

I have observed this behavior after the corruption - I cannot tell for sure if the behavior was there or not before the corruption. In case it is not easily reproducible then it could be environment specific issue.

I may update JIRA once i get time to try it on my local distributed mode.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you should be able remove jar and upload new version regardless of module properties file in config folder.,,168825600,,,9223372036854775807,true,aliiqbal(aliiqbal),,,,"0|i09373:",9223372036854775807,9223372036854775807,,,,,,1.0,,"03/Mar/16 11:20 AM;aliiqbal;update: you have to remove custom module properties only from the admin server to be able to upload the jar back in.",,,,,,,,,,,,,,,,,
Provisioning of Custom input/output Converters is Broken,XD-3749,67810,Bug,To Do,XD,Spring XD,software,mark.pollack,"This JIRA project is closed.

Spring XD is a unified, distributed, and extensible system for data ingestion, real time analytics, batch processing, and data export. The project's goal is to simplify the development of big data applications.",https://github.com/spring-projects/spring-xd,Major,,,grussell,grussell,26/Feb/16 3:57 PM,26/Feb/16 4:08 PM,10/Jul/21 8:37 AM,,,,,,,,,,,,,,,0,,,,,,,"Custom conversion is broken.

If the custom {{MimeType}} does not match any of those in {{MessageConverterUtils.getJavaTypeForContentType}} then the channel configuration fails with

{code}
			throw new ModuleConfigurationException(""Content type is not supported for "" +
					channel.getComponentName() + ""Type="" + contentType);
{code}

The code needs to consult custom converters to see what {{MimeType}} (s) they support - and the output Java type.


See http://stackoverflow.com/questions/35639975/adding-a-custom-type-converter-to-spring-xd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169344000,,,9223372036854775807,false,grussell(grussell),,,,"0|i0933r:",9223372036854775807,9223372036854775807,,,,,,5.0,,"26/Feb/16 4:08 PM;grussell;The {{ExtensionsTests}} only tests that the custom converter is loaded (which does work); it does not attempt to deploy a stream that utilizes the custom converter.",,,,,,,,,,,,,,,,,
Unable to register the JMX bean MessageHistory from Spring Integration,XD-3748,67772,Bug,Done,XD,Spring XD,software,mark.pollack,"This JIRA project is closed.

Spring XD is a unified, distributed, and extensible system for data ingestion, real time analytics, batch processing, and data export. The project's goal is to simplify the development of big data applications.",https://github.com/spring-projects/spring-xd,Minor,Complete,grussell,dgarcia,dgarcia,24/Feb/16 10:51 AM,23/Dec/16 2:49 PM,10/Jul/21 8:37 AM,23/Dec/16 2:49 PM,1.3.1,,,,,,1.3.2,,,,,,,0,,,,,,,"If I try to use <int:message-history/> when developing a Spring XD module, it fails when try to export the JMX bean. I've seen that the naming strategy used is org.springframework.xd.dirt.module.jmx.ModuleObjectNamingStrategy

The stackTrace:
{code}
2016-02-24T10:40:39+0000 1.3.1.RELEASE ERROR DeploymentsPathChildrenCache-0 container.DeploymentListener - Exception deploying module
org.springframework.jmx.export.UnableToRegisterMBeanException: Unable to register MBean [org.springframework.integration.history.MessageHistoryConfigurer@24902b5f] with key 'messageHistoryConfigurer'; nested exception is javax.management.MalformedObjectNameException: Key properties cannot be empty
	at org.springframework.integration.monitor.IntegrationMBeanExporter.registerBeanInstance(IntegrationMBeanExporter.java:375) ~[spring-integration-jmx-4.2.5.RELEASE.jar:na]
	at org.springframework.integration.monitor.IntegrationMBeanExporter.afterSingletonsInstantiated(IntegrationMBeanExporter.java:288) ~[spring-integration-jmx-4.2.5.RELEASE.jar:na]
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:792) ~[spring-beans-4.2.4.RELEASE.jar:4.2.4.RELEASE]
	at org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:839) ~[spring-context-4.2.4.RELEASE.jar:4.2.4.RELEASE]
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:538) ~[spring-context-4.2.4.RELEASE.jar:4.2.4.RELEASE]
	at org.springframework.boot.SpringApplication.refresh(SpringApplication.java:686) ~[spring-boot-1.2.3.RELEASE.jar:1.2.3.RELEASE]
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:320) ~[spring-boot-1.2.3.RELEASE.jar:1.2.3.RELEASE]
	at org.springframework.boot.builder.SpringApplicationBuilder.run(SpringApplicationBuilder.java:139) ~[spring-boot-1.2.3.RELEASE.jar:1.2.3.RELEASE]
	at org.springframework.xd.module.core.SimpleModule.initialize(SimpleModule.java:213) ~[spring-xd-module-1.3.1.RELEASE.jar:1.3.1.RELEASE]
	at org.springframework.xd.dirt.module.ModuleDeployer.doDeploy(ModuleDeployer.java:217) ~[spring-xd-dirt-1.3.1.RELEASE.jar:1.3.1.RELEASE]
	at org.springframework.xd.dirt.module.ModuleDeployer.deploy(ModuleDeployer.java:200) ~[spring-xd-dirt-1.3.1.RELEASE.jar:1.3.1.RELEASE]
	at org.springframework.xd.dirt.server.container.DeploymentListener.deployModule(DeploymentListener.java:365) [spring-xd-dirt-1.3.1.RELEASE.jar:1.3.1.RELEASE]
	at org.springframework.xd.dirt.server.container.DeploymentListener.deployStreamModule(DeploymentListener.java:334) [spring-xd-dirt-1.3.1.RELEASE.jar:1.3.1.RELEASE]
	at org.springframework.xd.dirt.server.container.DeploymentListener.onChildAdded(DeploymentListener.java:181) [spring-xd-dirt-1.3.1.RELEASE.jar:1.3.1.RELEASE]
	at org.springframework.xd.dirt.server.container.DeploymentListener.childEvent(DeploymentListener.java:149) [spring-xd-dirt-1.3.1.RELEASE.jar:1.3.1.RELEASE]
	at org.apache.curator.framework.recipes.cache.PathChildrenCache$5.apply(PathChildrenCache.java:509) [curator-recipes-2.6.0.jar:na]
	at org.apache.curator.framework.recipes.cache.PathChildrenCache$5.apply(PathChildrenCache.java:503) [curator-recipes-2.6.0.jar:na]
	at org.apache.curator.framework.listen.ListenerContainer$1.run(ListenerContainer.java:92) [curator-framework-2.6.0.jar:na]
	at com.google.common.util.concurrent.MoreExecutors$SameThreadExecutorService.execute(MoreExecutors.java:297) [guava-16.0.1.jar:na]
	at org.apache.curator.framework.listen.ListenerContainer.forEach(ListenerContainer.java:83) [curator-framework-2.6.0.jar:na]
	at org.apache.curator.framework.recipes.cache.PathChildrenCache.callListeners(PathChildrenCache.java:500) [curator-recipes-2.6.0.jar:na]
	at org.apache.curator.framework.recipes.cache.EventOperation.invoke(EventOperation.java:35) [curator-recipes-2.6.0.jar:na]
	at org.apache.curator.framework.recipes.cache.PathChildrenCache$10.run(PathChildrenCache.java:762) [curator-recipes-2.6.0.jar:na]
	at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:511) [na:1.8.0_72]
	at java.util.concurrent.FutureTask.run(FutureTask.java:266) [na:1.8.0_72]
	at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:511) [na:1.8.0_72]
	at java.util.concurrent.FutureTask.run(FutureTask.java:266) [na:1.8.0_72]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142) [na:1.8.0_72]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617) [na:1.8.0_72]
	at java.lang.Thread.run(Thread.java:745) [na:1.8.0_72]
Caused by: javax.management.MalformedObjectNameException: Key properties cannot be empty
	at javax.management.ObjectName.construct(ObjectName.java:483) ~[na:1.8.0_72]
	at javax.management.ObjectName.<init>(ObjectName.java:1382) ~[na:1.8.0_72]
	at javax.management.ObjectName.getInstance(ObjectName.java:1273) ~[na:1.8.0_72]
	at org.springframework.jmx.support.ObjectNameManager.getInstance(ObjectNameManager.java:62) ~[spring-context-4.2.4.RELEASE.jar:4.2.4.RELEASE]
	at org.springframework.xd.dirt.module.jmx.ModuleObjectNamingStrategy.getObjectName(ModuleObjectNamingStrategy.java:50) ~[spring-xd-dirt-1.3.1.RELEASE.jar:1.3.1.RELEASE]
	at org.springframework.jmx.export.MBeanExporter.getObjectName(MBeanExporter.java:751) ~[spring-context-4.2.4.RELEASE.jar:4.2.4.RELEASE]
{code}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169430400,,2016-02-25 14:38:26.073,9223372036854775807,false,mark.pollack(mark.pollack),,,https://github.com/spring-projects/spring-xd/pull/1900,"0|i092vb:",9223372036854775807,9223372036854775807,,,,,,1.0,,"25/Feb/16 2:38 PM;grussell;This is a bug in the {{ModuleObjectNamingStrategy}} - it assumes the beanKey is already formatted to call {{ObjectNameManager.getInstance()}}.

The standard naming strategy catches this exception and reformats the key...

{code}
			catch (MalformedObjectNameException ex) {
				String domain = this.defaultDomain;
				if (domain == null) {
					domain = ClassUtils.getPackageName(managedClass);
				}
				Hashtable<String, String> properties = new Hashtable<String, String>();
				properties.put(""type"", ClassUtils.getShortName(managedClass));
				properties.put(""name"", beanKey);
				return ObjectNameManager.getInstance(domain, properties);
			}
{code}

The XD custom naming strategy should subclass {{MetadataNamingStrategy}} as is done for the default Spring Integration naming strategy.",,,,,,,,,,,,,,,,,
Update to Spring Integration 4.2.5 When Available (Fix Metrics),XD-3743,67707,Bug,Done,XD,Spring XD,software,mark.pollack,"This JIRA project is closed.

Spring XD is a unified, distributed, and extensible system for data ingestion, real time analytics, batch processing, and data export. The project's goal is to simplify the development of big data applications.",https://github.com/spring-projects/spring-xd,Minor,Complete,abilan,grussell,grussell,17/Feb/16 2:28 PM,21/Feb/16 2:28 AM,10/Jul/21 8:37 AM,21/Feb/16 2:28 AM,1.3 GA,,,,,,1.3.1,,Runtime,,,,,0,,,,,,,See INT-3956,,,,,,,,,,,,,INT-3956,,,,,,,,,,,,,,,,,,,,,,,,170121600,,,9223372036854775807,false,sabby(sabby),,,https://github.com/spring-projects/spring-xd/pull/1895,"0|i092h3:",9223372036854775807,9223372036854775807,,,Sprint 68,,,1.0,,,,,,,,,,,,,,,,,,,
[Flo] Stream creation/definitions doesn't show any component,XD-3741,67669,Bug,Done,XD,Spring XD,software,mark.pollack,"This JIRA project is closed.

Spring XD is a unified, distributed, and extensible system for data ingestion, real time analytics, batch processing, and data export. The project's goal is to simplify the development of big data applications.",https://github.com/spring-projects/spring-xd,Major,Complete,,stefano.massera,stefano.massera,13/Feb/16 7:04 PM,21/Feb/16 2:28 AM,10/Jul/21 8:37 AM,21/Feb/16 2:28 AM,1.3 GA,,,,,,1.3.1,,,,,,,0,,,,,,," As a Flo for Spring XD user, I would like to be able to create a new stream using the graphicat UI. 

This flow should be shown in a graphical way also in definition tab.
!http://example.com/image.png!
Right now it doesn't happen due to a javascript error.

{code}
TypeError: this.node.getTransformToElement is not a function
    at Object.VElement.bbox (http://localhost:9393/admin-ui/lib/joint/src/vectorizer.js:323:36)
    at joint.dia.ElementView.joint.dia.CellView.extend.positionRelative (http://localhost:9393/admin-ui/lib/joint/dist/joint.all.clean.js:2740:51)
    at null.<anonymous> (http://localhost:9393/admin-ui/lib/joint/dist/joint.all.clean.js:2710:18)
    at http://localhost:9393/admin-ui/lib/lodash/lodash.compat.js:1177:23
    at eval (eval at createIterator (http://localhost:9393/admin-ui/lib/lodash/lodash.compat.js:1:0), <anonymous>:10:9)
    at Function.forEach (http://localhost:9393/admin-ui/lib/lodash/lodash.compat.js:3645:9)
    at joint.dia.ElementView.joint.dia.CellView.extend.update (http://localhost:9393/admin-ui/lib/joint/dist/joint.all.clean.js:2700:11)
    at bound [as update] (http://localhost:9393/admin-ui/lib/lodash/lodash.compat.js:1005:21)
    at joint.dia.ElementView.joint.dia.CellView.extend.render (http://localhost:9393/admin-ui/lib/joint/dist/joint.all.clean.js:2903:14)
    at joint.dia.Paper.Backbone.View.extend.addCell (http://localhost:9393/admin-ui/lib/joint/dist/joint.all.clean.js:5004:14)(anonymous function) @ :9393/admin-ui/lib/angular/angular.js:11500
:9393!attachment-name.jpg|thumbnail!
{code}
",,,,,,,,,,,,,,,,,,,,,,,,"13/Feb/16 7:03 PM;stefano.massera;Schermata 2016-02-13 alle 20.00.42.png;https://jira.spring.io/secure/attachment/23302/Schermata+2016-02-13+alle+20.00.42.png","13/Feb/16 7:04 PM;stefano.massera;Schermata 2016-02-13 alle 20.01.05.png;https://jira.spring.io/secure/attachment/23301/Schermata+2016-02-13+alle+20.01.05.png",,,,,,,,,,"Stream creation properly shows all stream components available in spring xd runtime
Stream description properly shows stream structures


",,170467200,,2016-02-13 19:08:57.752,9223372036854775807,true,sabby(sabby),,,,"0|i0928n:",9223372036854775807,9223372036854775807,,,Sprint 68,,,1.0,,"13/Feb/16 7:08 PM;sabby;Hi [~stefano.massera]: Latest Chrome update requires upgrades to Flo's JS stack. We are aware of it and the fix is targeted to be released with 1.3.1 on 2/23. In the meantime, you could try on other browsers. ",,,,,,,,,,,,,,,,,
Kafka message bus maxWait property is not set up,XD-3740,67652,Bug,Done,XD,Spring XD,software,mark.pollack,"This JIRA project is closed.

Spring XD is a unified, distributed, and extensible system for data ingestion, real time analytics, batch processing, and data export. The project's goal is to simplify the development of big data applications.",https://github.com/spring-projects/spring-xd,Minor,Complete,iperumal,dgarcia,dgarcia,11/Feb/16 5:45 PM,21/Feb/16 2:28 AM,10/Jul/21 8:37 AM,21/Feb/16 2:28 AM,1.3 GA,,,,,,1.3.1,,,,,,,0,,,,,,,"The maxWait property from server.yml in the message bus section for kafka is not propagated through the code, it is ignored.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170640000,,,9223372036854775807,true,sabby(sabby),,,https://github.com/spring-projects/spring-xd/pull/1889,"0|i0924v:",9223372036854775807,9223372036854775807,,,Sprint 68,,,1.0,,"11/Feb/16 5:49 PM;dgarcia;The property is not set up in the kafka-bus.xml.

As a workaround:

Put the file https://github.com/spring-projects/spring-xd/blob/master/spring-xd-messagebus-kafka/src/main/resources/META-INF/spring-xd/bus/kafka-bus.xml in the xd/config/META-INF/spring-xd/bus/kafka-bus.xml

Adding 

{code:java}
<property name=""defaultMaxWait"" value=""${xd.messagebus.kafka.default.maxWait}""/>
{code}

In the definition of the ""messageBus"" bean.",,,,,,,,,,,,,,,,,
Incorrect refresh period for groovy scripts,XD-3739,67557,Bug,Done,XD,Spring XD,software,mark.pollack,"This JIRA project is closed.

Spring XD is a unified, distributed, and extensible system for data ingestion, real time analytics, batch processing, and data export. The project's goal is to simplify the development of big data applications.",https://github.com/spring-projects/spring-xd,Major,Complete,grussell,david_geary,david_geary,05/Feb/16 4:01 PM,12/Feb/16 10:08 PM,10/Jul/21 8:37 AM,12/Feb/16 10:08 PM,1.3 GA,,,,,,1.3.1,,Stream Module,,,,,0,,,,,,,"All modules that allow groovy implementations (filter, script, transform, router, tcpclient) allow automatic refresh of the script when it changes. In the XD documentation it is stated that this refresh occurs every minute eg for filter at http://docs.spring.io/spring-xd/docs/1.3.0.RELEASE/reference/html/#filter ""The script is checked for updates every 60 seconds, so it may be replaced in a running system. "" 

This set up can be seen in the spring xml for the modules - eg (again for filter)

{code:xml}
<filter input-channel=""to.script"" output-channel=""output"">
	<int-groovy:script location=""${script:filter.groovy}"" script-variable-generator=""variableGenerator"" refresh-check-delay=""60""/>
</filter>
{code}

However from the spring integration documentation http://docs.spring.io/spring-integration/docs/4.2.4.RELEASE/reference/html/messaging-endpoints-chapter.html#scripting-config
it specifies that the refresh-check-delay parameter is actually in milliseconds - ie the above XD configuration would recheck the script every 60 milliseconds which may be a performance concern as it will be checking the lastmodified time of the script file. 

Ideally this parameter would be configurable - in our case we would usually eliminate the refresh check altogether (set to -1) as our scripts will not change (or if they did a redeploy of the module would pick it up)

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,171158400,,,9223372036854775807,true,grussell(grussell),,,https://github.com/spring-projects/spring-xd/pull/1886,"0|i091jr:",9223372036854775807,9223372036854775807,,,Sprint 67,,,5.0,,,,,,,,,,,,,,,,,,,
